Edad,Experiencia_Anios,Horas_Trabajo_Semanal,Nivel_Educacion,Num_Proyectos,Certificaciones,Genero,Ciudad,Salario
66,3,35.1,3,15,4,M,Barranquilla,8571.3
30,18,54.5,4,4,3,F,Cali,7470.0
21,17,43.2,3,7,7,M,Medellín,8412.13
43,36,35.2,2,15,6,M,Barranquilla,10040.2
42,29,44.5,3,20,3,F,Cali,10970.44
47,18,40.7,2,0,9,M,Cali,7123.26
28,22,26.3,3,10,4,M,Medellín,6356.36
24,15,46.9,3,10,9,M,Medellín,7239.22
48,0,36.8,2,1,4,F,Cali,4773.79
61,11,51.4,3,21,2,M,Medellín,8391.88
27,23,39.0,4,18,8,F,Cali,9887.6
56,33,51.5,1,23,4,M,Medellín,11283.46
30,7,43.4,4,4,9,F,Medellín,6540.12
48,17,47.8,3,2,1,M,Medellín,7923.51
24,4,36.1,3,22,3,F,Bogotá,7056.88
66,25,42.8,4,7,3,F,Medellín,8236.79
59,29,26.2,3,3,4,M,Bogotá,8237.3
59,12,39.0,4,12,7,M,Cali,10559.21
53,18,28.1,2,24,4,M,Barranquilla,8796.67
37,28,30.9,2,21,0,F,Barranquilla,8167.72
21,2,32.9,3,13,1,M,Barranquilla,5511.18
24,25,45.3,4,0,2,F,Cali,8099.52
18,39,38.8,4,4,2,M,Medellín,8175.06
61,11,40.3,3,20,9,M,Bogotá,10566.48
62,1,38.6,3,6,5,F,Cali,7025.47
59,10,48.6,2,22,8,M,Barranquilla,9656.0
64,27,40.0,5,5,9,M,Barranquilla,10361.07
30,17,42.0,2,14,0,M,Barranquilla,8495.19
39,12,35.4,3,14,5,F,Barranquilla,10379.65
38,36,49.2,3,7,8,F,Bogotá,9301.23
39,21,49.8,3,1,3,F,Barranquilla,6264.87
45,11,39.7,2,13,9,F,Bogotá,8493.12
26,1,35.3,5,15,2,M,Barranquilla,5641.09
43,36,27.1,3,22,5,M,Cali,11040.14
26,6,33.1,4,9,5,M,Bogotá,8812.25
32,25,22.7,1,14,1,F,Bogotá,6541.38
27,25,32.7,3,22,4,M,Cali,10469.87
41,23,42.9,3,3,0,F,Barranquilla,8043.98
59,11,39.6,3,11,8,M,Barranquilla,8179.73
25,15,58.6,4,9,8,F,Medellín,9026.63
41,22,37.0,1,1,2,F,Medellín,6143.26
33,39,36.4,1,3,4,M,Bogotá,8234.11
66,8,48.5,3,19,2,F,Medellín,9338.93
43,31,24.6,1,5,6,F,Cali,8622.0
44,14,28.1,5,13,0,M,Cali,7575.8
54,36,45.3,2,22,4,F,Cali,10988.72
21,12,38.4,3,2,5,F,Bogotá,7486.93
67,4,38.6,1,14,6,M,Cali,8726.4
41,10,32.5,3,0,2,F,Bogotá,5892.57
36,9,41.9,2,18,6,F,Bogotá,7683.2
53,12,33.5,1,24,3,F,Cali,9095.69
56,14,40.6,2,0,9,M,Cali,7857.98
27,6,30.7,2,12,5,M,Bogotá,6967.21
42,39,38.5,5,7,4,M,Cali,11008.12
35,27,56.2,2,17,3,M,Medellín,8257.43
36,31,36.6,3,21,5,F,Bogotá,11126.7
53,34,38.9,5,2,2,M,Barranquilla,9392.12
27,14,38.4,4,22,2,M,Bogotá,9824.2
50,35,41.4,5,17,4,M,Cali,11527.37
67,20,43.7,5,19,4,M,Cali,11477.23
22,5,42.1,3,8,8,F,Bogotá,7507.37
64,0,42.2,3,5,3,F,Bogotá,5996.24
66,3,38.6,1,19,4,M,Barranquilla,6827.61
52,10,40.8,2,1,8,F,Barranquilla,7577.34
61,25,38.3,4,24,3,M,Bogotá,10394.01
51,36,25.5,3,3,2,M,Cali,8028.64
50,22,61.0,3,24,6,F,Bogotá,10711.96
38,28,45.8,3,17,6,F,Medellín,10410.69
34,20,32.2,2,6,7,F,Medellín,8093.6
39,26,41.8,4,10,3,F,Cali,7736.72
65,38,29.2,3,4,3,F,Bogotá,8602.88
54,39,36.0,2,7,8,F,Bogotá,9332.23
32,12,28.1,4,10,9,M,Medellín,8499.07
52,22,39.6,2,23,6,F,Bogotá,8520.21
45,15,27.3,4,19,2,M,Cali,9821.54
24,29,43.1,3,19,8,M,Cali,10494.82
49,3,45.5,2,14,4,M,Barranquilla,7020.07
28,39,33.4,4,23,3,M,Cali,11784.98
27,15,41.3,3,2,0,M,Bogotá,6148.53
26,30,33.0,2,6,8,F,Bogotá,8770.39
31,24,44.1,1,23,5,F,Medellín,9103.99
30,11,34.5,4,7,1,M,Medellín,6771.27
42,25,46.3,1,10,6,M,Cali,8819.95
19,36,25.5,4,9,2,F,Barranquilla,9143.14
52,32,32.0,2,19,5,M,Bogotá,11502.62
24,27,31.1,3,8,7,F,Barranquilla,8698.61
38,8,41.6,4,14,2,F,Bogotá,8314.56
35,11,44.4,2,19,4,F,Cali,7902.61
20,4,42.2,3,23,5,M,Cali,8471.97
59,27,35.9,4,21,0,M,Medellín,10494.14
56,34,17.6,4,4,9,M,Barranquilla,9808.88
58,4,40.3,3,14,6,M,Medellín,7737.35
66,33,46.3,3,3,3,M,Cali,9457.43
28,33,61.4,4,4,9,M,Barranquilla,10404.53
56,12,36.6,4,14,6,M,Bogotá,10463.06
41,38,34.7,4,16,6,M,Medellín,11209.13
63,13,42.6,2,22,4,F,Cali,8398.45
36,10,38.0,5,7,7,M,Bogotá,8519.22
21,37,50.2,2,24,7,F,Cali,11633.6
43,3,33.5,1,18,4,F,Bogotá,5080.29
55,32,38.0,2,8,4,F,Medellín,8760.06
59,6,47.0,1,9,6,M,Bogotá,7473.11
49,7,42.5,1,4,5,M,Barranquilla,6090.32
56,36,49.3,2,9,3,M,Bogotá,8912.83
62,9,36.5,1,21,1,F,Cali,6575.35
63,14,50.1,3,0,7,M,Bogotá,7836.97
53,37,26.7,1,24,2,M,Medellín,8986.06
57,14,27.0,2,24,1,F,Cali,9068.47
54,4,50.2,1,21,9,M,Cali,8792.0
50,28,40.1,1,23,6,F,Cali,11247.48
53,18,47.4,2,3,9,F,Cali,6573.34
20,9,40.8,3,20,5,F,Barranquilla,7960.03
26,11,39.9,5,4,7,M,Cali,8595.2
25,3,29.4,4,22,5,F,Cali,9360.13
50,30,39.8,4,6,6,F,Cali,10286.1
23,17,50.9,2,22,1,M,Medellín,7276.04
58,15,40.5,2,4,9,F,Medellín,7652.54
56,39,45.5,1,19,1,M,Cali,7893.89
21,35,45.2,4,7,5,M,Barranquilla,9379.34
30,24,31.9,1,16,8,F,Bogotá,9599.13
66,22,46.9,3,0,2,M,Barranquilla,7519.12
19,11,37.5,2,21,9,M,Cali,9198.85
22,33,37.9,2,17,7,M,Cali,10138.54
61,35,56.8,5,11,4,M,Barranquilla,11043.51
44,36,44.8,4,2,5,F,Cali,7446.52
49,2,34.9,4,19,5,M,Bogotá,9761.22
38,8,40.5,3,13,9,M,Medellín,8903.1
25,17,40.3,4,15,2,M,Bogotá,7288.91
55,34,53.5,3,17,4,M,Bogotá,11034.2
25,33,40.3,4,9,0,F,Bogotá,8609.55
67,13,57.7,2,22,1,F,Barranquilla,9969.37
20,3,29.6,3,14,9,M,Barranquilla,8041.66
61,28,39.7,3,9,2,F,Bogotá,9221.03
20,14,33.9,2,0,3,M,Barranquilla,5387.96
39,27,36.0,4,18,8,F,Cali,10319.22
23,15,36.2,5,1,0,M,Medellín,6976.2
19,11,34.3,3,12,2,M,Barranquilla,6689.17
40,4,53.8,2,24,2,F,Barranquilla,7144.77
61,33,51.4,3,15,5,F,Bogotá,10208.77
19,0,43.2,4,7,4,F,Medellín,5354.07
55,38,36.2,3,2,2,F,Cali,9445.75
34,31,34.5,1,20,3,F,Cali,10430.53
52,25,45.9,3,18,6,M,Medellín,11272.63
51,16,42.4,1,13,2,M,Cali,7451.98
40,26,38.8,4,10,8,M,Medellín,9909.64
47,23,44.3,2,11,7,M,Bogotá,8666.75
69,34,47.1,3,10,1,F,Cali,8762.46
25,38,38.8,4,10,4,F,Cali,11304.43
39,25,33.7,1,21,3,M,Medellín,7773.28
61,37,29.4,2,20,4,M,Cali,9946.42
53,22,42.0,2,17,2,F,Barranquilla,8498.6
22,21,57.3,2,9,9,F,Bogotá,8379.16
30,3,31.1,2,15,0,F,Cali,6238.13
46,8,48.8,5,7,7,F,Cali,8223.26
48,3,34.6,4,5,8,F,Cali,6068.13
64,6,36.2,4,18,7,M,Medellín,9497.86
33,22,47.3,4,12,3,M,Bogotá,8703.25
59,1,38.0,2,14,1,M,Bogotá,6308.78
47,23,42.0,2,12,3,M,Cali,7978.14
33,39,41.8,2,0,8,F,Cali,8391.5
29,30,34.6,4,20,9,M,Medellín,10284.5
34,30,47.2,3,1,8,M,Bogotá,9847.76
33,39,39.5,2,12,4,M,Barranquilla,10401.98
29,33,28.9,2,1,4,M,Cali,8334.84
25,23,32.9,3,24,9,M,Barranquilla,9690.06
37,25,15.1,3,10,2,F,Barranquilla,8074.55
20,15,40.4,4,12,5,M,Bogotá,7907.72
33,12,50.4,2,9,6,M,Barranquilla,6939.24
47,14,31.6,4,22,9,F,Cali,9966.08
62,26,44.7,2,21,8,F,Cali,12972.95
40,3,43.4,3,14,6,F,Medellín,7572.01
45,15,34.0,4,0,2,F,Bogotá,5997.4
68,29,52.3,4,13,6,M,Bogotá,11175.04
57,29,37.8,1,9,0,F,Barranquilla,8002.51
22,35,56.1,2,17,1,M,Cali,8818.43
37,2,26.9,3,10,3,F,Cali,6483.91
57,21,37.8,2,6,6,M,Medellín,8893.5
61,21,38.8,3,14,8,F,Barranquilla,9303.32
18,11,39.7,4,2,4,F,Cali,6607.73
47,20,45.7,1,1,7,M,Bogotá,6469.28
38,3,67.2,3,21,6,M,Medellín,8298.53
37,30,43.6,2,7,4,F,Bogotá,9520.58
23,30,40.2,4,7,2,M,Medellín,8246.49
39,22,31.2,5,10,2,M,Bogotá,7953.46
35,19,24.9,3,15,5,M,Barranquilla,8479.27
25,14,49.4,1,1,9,M,Cali,5438.41
56,22,35.6,4,21,3,F,Bogotá,10140.05
49,27,60.8,3,4,2,M,Barranquilla,7634.21
50,15,46.9,2,6,3,F,Bogotá,7382.26
33,36,42.7,4,19,2,M,Barranquilla,12075.16
29,20,43.2,5,12,9,F,Medellín,10073.06
55,14,43.2,3,1,5,F,Barranquilla,6750.27
69,16,34.4,3,2,6,F,Bogotá,8033.8
51,36,26.0,2,8,3,F,Cali,9798.04
31,12,35.6,3,9,2,M,Medellín,7162.06
53,18,39.9,2,23,2,M,Medellín,8910.66
50,29,34.8,2,12,2,F,Barranquilla,6778.88
40,17,29.7,1,24,8,M,Bogotá,9243.64
67,13,34.0,2,20,2,M,Barranquilla,9146.24
62,35,48.3,2,12,2,F,Medellín,10180.52
19,35,46.0,3,4,7,M,Cali,9893.67
58,19,41.4,3,22,3,M,Barranquilla,9291.41
38,18,44.7,3,6,6,M,Bogotá,7658.06
19,6,30.9,2,16,2,M,Barranquilla,6142.33
44,3,33.6,2,14,7,F,Barranquilla,7991.7
26,33,42.5,4,4,2,F,Barranquilla,8096.99
18,1,32.0,3,23,4,M,Cali,7989.87
28,4,40.9,5,6,0,F,Bogotá,6046.01
20,9,29.9,2,1,4,F,Bogotá,4523.83
69,31,26.8,3,23,5,F,Medellín,12254.78
40,12,45.9,1,17,6,F,Medellín,8138.39
43,38,48.2,3,9,1,M,Barranquilla,9715.31
21,4,35.0,4,0,1,M,Medellín,4904.97
35,9,27.8,4,13,8,M,Bogotá,9315.3
23,9,22.3,5,18,9,F,Barranquilla,8739.36
52,37,54.7,2,15,0,M,Medellín,8657.76
39,26,40.9,3,18,1,M,Cali,9782.18
60,20,35.1,3,5,1,M,Medellín,7370.31
32,7,37.1,3,11,9,F,Cali,7839.26
39,0,24.7,2,2,6,M,Medellín,4549.87
54,27,45.0,4,6,5,F,Bogotá,10048.58
69,38,56.0,4,23,8,F,Medellín,14957.32
59,13,33.7,2,2,6,F,Cali,7446.6
29,20,59.1,2,24,2,F,Cali,8632.19
64,29,39.1,1,16,2,F,Medellín,9935.93
66,20,53.3,3,14,0,M,Barranquilla,9017.01
59,8,42.5,2,18,7,F,Cali,8466.11
55,16,42.4,4,18,0,F,Bogotá,9971.55
35,4,54.8,3,22,1,F,Medellín,7712.67
62,30,46.3,3,10,6,M,Cali,8890.35
52,39,43.0,3,20,0,M,Medellín,10210.91
47,37,24.5,1,19,3,M,Medellín,9808.17
41,18,27.9,4,1,8,M,Barranquilla,7529.37
59,35,43.7,3,6,7,F,Medellín,8552.64
47,32,51.7,5,18,7,F,Medellín,13246.36
31,12,41.0,3,6,2,M,Medellín,8865.12
23,13,35.3,3,9,4,F,Bogotá,6644.12
20,32,25.3,1,11,3,M,Medellín,6855.64
33,28,33.7,3,22,7,M,Bogotá,9532.83
24,35,41.0,4,17,6,M,Medellín,10098.05
69,9,33.1,4,22,6,F,Barranquilla,9059.23
31,30,32.3,4,5,9,M,Barranquilla,8515.52
26,5,39.6,2,19,9,M,Cali,8225.8
32,0,51.6,5,20,6,F,Medellín,7910.78
38,6,45.5,5,7,0,F,Barranquilla,5777.76
52,26,42.3,1,4,6,F,Barranquilla,7860.12
19,20,41.5,4,2,3,F,Medellín,6543.53
44,27,44.4,2,1,2,F,Cali,7231.34
19,15,39.1,3,21,4,F,Bogotá,8307.9
52,22,36.7,2,5,1,M,Barranquilla,6762.05
35,19,45.9,5,6,7,F,Barranquilla,9827.59
31,37,38.2,1,7,8,F,Bogotá,8309.05
37,24,30.5,3,3,4,F,Barranquilla,8030.26
35,27,51.5,2,11,2,M,Bogotá,7691.62
27,4,25.0,2,23,9,F,Bogotá,7773.41
42,20,52.1,3,11,6,M,Cali,8092.28
19,17,44.1,1,16,0,M,Bogotá,5091.16
42,5,32.2,3,21,9,M,Bogotá,8260.66
50,28,40.2,5,21,2,M,Bogotá,9594.21
53,18,36.6,4,18,8,F,Bogotá,9778.39
48,32,46.5,4,8,1,F,Barranquilla,9774.3
31,0,46.3,2,11,8,F,Bogotá,6882.85
18,2,43.7,2,20,0,F,Barranquilla,5855.2
63,20,46.0,3,16,3,F,Medellín,8831.97
33,34,39.1,1,22,9,F,Medellín,10506.5
63,39,54.1,4,9,5,M,Bogotá,11110.67
69,2,49.8,1,18,6,M,Cali,7099.96
20,24,36.2,4,10,2,F,Cali,8433.85
52,37,46.5,1,19,8,F,Barranquilla,10576.99
58,19,45.8,4,21,3,F,Barranquilla,10514.45
23,33,37.9,2,23,4,F,Medellín,9817.89
42,20,37.3,1,12,7,F,Barranquilla,6914.78
30,22,49.7,3,3,2,F,Cali,8056.18
51,5,39.9,2,14,7,M,Medellín,7844.34
25,12,42.1,3,11,0,M,Bogotá,6242.34
38,22,51.2,3,24,7,F,Barranquilla,11224.04
51,8,60.3,1,23,9,F,Bogotá,8453.64
21,16,35.8,4,9,7,F,Barranquilla,7062.57
42,1,38.2,3,21,5,M,Cali,8668.27
32,18,40.6,3,6,4,M,Barranquilla,8286.25
21,18,40.8,3,23,8,M,Cali,10166.13
62,6,43.0,3,1,5,M,Cali,7439.63
29,19,36.1,2,20,0,M,Bogotá,6673.56
49,8,29.9,2,6,5,F,Barranquilla,6246.08
49,16,54.0,3,7,0,F,Bogotá,6628.56
45,26,44.9,2,20,5,M,Cali,10600.58
30,1,36.7,2,18,2,F,Cali,6835.75
48,35,43.5,3,5,5,M,Cali,10077.42
31,18,54.7,3,20,5,M,Cali,8941.2
37,16,33.7,1,7,0,M,Medellín,4645.32
35,4,41.7,2,24,8,F,Cali,9863.76
46,38,28.9,2,24,7,F,Barranquilla,11424.39
23,17,39.1,1,21,1,F,Cali,8093.4
49,6,44.9,2,19,1,F,Medellín,7306.54
46,16,31.1,1,3,4,F,Barranquilla,7819.58
60,38,38.5,5,24,9,M,Medellín,14739.9
19,35,46.4,3,19,1,M,Medellín,9322.96
40,39,44.7,1,23,0,M,Barranquilla,9566.92
36,3,30.7,1,8,1,F,Medellín,4779.69
48,37,43.0,3,4,4,F,Cali,8176.15
68,24,44.5,2,5,9,F,Bogotá,8801.94
22,4,40.9,4,18,6,M,Bogotá,7897.12
36,29,48.7,4,11,4,M,Bogotá,9756.51
51,11,35.3,3,4,0,M,Barranquilla,5512.39
27,3,43.3,2,4,6,F,Barranquilla,5624.44
42,23,30.7,4,17,5,F,Barranquilla,9597.56
19,28,27.2,5,5,6,M,Bogotá,8983.66
28,8,46.2,3,8,1,M,Bogotá,7367.49
67,3,40.2,3,10,4,M,Barranquilla,8394.35
48,23,36.3,2,22,7,M,Bogotá,9076.1
32,13,31.5,2,13,6,F,Medellín,7531.03
26,4,46.6,3,23,5,M,Medellín,8186.71
40,17,27.9,4,1,5,F,Bogotá,6881.22
36,18,47.9,3,13,0,F,Barranquilla,9340.92
26,11,43.6,4,24,0,F,Cali,8142.59
52,17,28.3,2,18,6,F,Cali,8578.55
38,16,41.0,2,9,2,F,Bogotá,8228.51
26,29,61.2,3,4,5,M,Cali,9143.23
45,23,49.5,2,22,4,F,Barranquilla,9292.86
63,10,33.4,3,3,2,M,Medellín,7244.48
68,34,45.7,2,6,5,M,Medellín,9133.95
24,22,28.7,4,23,2,F,Barranquilla,9312.25
33,16,29.0,4,12,7,M,Cali,8235.69
33,0,39.5,3,9,6,M,Bogotá,4751.06
50,14,44.4,2,9,8,M,Medellín,7076.1
21,31,46.5,3,3,4,M,Cali,6978.82
21,8,46.6,5,15,0,F,Cali,7999.2
56,14,44.0,3,14,9,M,Medellín,9782.75
57,27,27.1,1,20,7,M,Medellín,10660.49
34,23,39.5,1,10,1,F,Bogotá,5719.83
54,34,47.7,2,18,5,F,Barranquilla,11874.93
56,21,43.5,2,20,0,F,Cali,9987.98
69,26,41.5,4,23,5,F,Bogotá,11715.85
46,18,42.6,4,2,3,F,Medellín,7020.0
69,11,42.5,2,14,4,M,Barranquilla,7714.9
53,19,24.3,2,15,9,F,Barranquilla,9468.01
55,0,49.2,2,13,6,M,Cali,8879.08
56,20,39.1,4,4,5,F,Barranquilla,8490.56
67,0,45.7,3,16,0,M,Medellín,6014.87
54,9,21.6,3,17,8,M,Medellín,10550.29
69,31,53.3,2,18,5,F,Medellín,10344.19
52,38,30.7,3,0,5,M,Bogotá,9963.54
24,21,60.3,2,24,8,F,Medellín,10665.12
44,17,57.0,2,8,9,M,Bogotá,8456.26
45,31,29.4,3,20,4,F,Medellín,11018.75
39,26,46.5,3,13,5,M,Medellín,8724.7
31,27,31.9,2,19,5,M,Barranquilla,8960.73
24,17,34.9,1,20,6,F,Cali,7658.91
54,38,35.1,2,19,8,F,Medellín,11135.96
39,28,43.6,2,20,4,F,Barranquilla,10007.2
22,17,42.6,3,22,4,F,Barranquilla,9421.23
19,7,30.4,4,10,3,F,Cali,5546.75
44,30,43.5,1,23,9,F,Barranquilla,10284.07
38,33,38.4,2,1,3,F,Barranquilla,7095.69
55,6,25.4,2,19,7,F,Cali,8884.92
32,35,36.5,3,23,1,F,Bogotá,8987.25
38,17,53.3,2,22,9,F,Cali,10614.67
27,37,36.8,3,24,7,M,Cali,10565.63
40,8,25.3,2,4,1,M,Medellín,5398.18
56,8,46.5,3,21,0,F,Medellín,9149.05
22,7,32.6,4,23,9,F,Bogotá,8677.5
18,34,41.7,4,14,8,M,Cali,10768.9
30,17,38.6,5,11,7,F,Cali,9260.62
38,4,54.1,4,13,5,M,Bogotá,7359.54
43,13,38.6,4,10,3,M,Medellín,7014.03
67,27,30.8,2,20,1,M,Cali,8830.97
62,29,36.2,2,8,7,M,Bogotá,8624.6
38,3,30.2,1,19,2,M,Medellín,6158.52
35,38,38.3,3,7,9,F,Barranquilla,9788.2
54,19,54.2,4,11,3,M,Bogotá,9441.89
62,24,50.0,2,2,4,F,Bogotá,8406.79
49,27,56.3,3,20,3,M,Cali,9006.3
53,11,43.8,3,14,7,M,Barranquilla,8741.48
34,1,41.1,4,7,8,M,Medellín,6726.56
52,13,32.0,3,6,0,F,Barranquilla,5671.87
66,21,42.2,5,16,1,M,Cali,8827.96
28,30,39.0,2,11,3,M,Cali,6790.85
38,22,46.2,2,19,0,F,Medellín,7767.7
69,19,31.0,3,17,5,F,Medellín,10064.33
43,37,40.4,2,17,4,M,Medellín,10292.48
21,3,27.4,1,14,6,M,Cali,5213.86
51,14,42.7,3,22,5,M,Medellín,8752.44
69,23,45.4,4,2,2,F,Medellín,8577.4
65,24,27.0,3,18,4,M,Medellín,9564.61
35,0,29.3,2,14,2,F,Bogotá,6606.27
57,6,29.6,3,15,8,M,Medellín,7860.42
52,30,38.6,2,21,1,F,Cali,8012.83
58,11,28.8,1,21,5,F,Bogotá,8771.99
46,4,51.0,3,16,8,M,Cali,7242.97
69,37,43.5,1,0,9,M,Barranquilla,7980.86
46,11,44.8,1,10,6,F,Bogotá,6566.62
55,38,27.3,4,5,4,M,Medellín,9496.51
59,17,50.3,1,22,1,F,Bogotá,8910.68
38,1,45.2,5,8,1,F,Cali,6056.63
59,9,34.5,3,19,3,M,Bogotá,9646.67
30,14,27.7,5,15,9,F,Barranquilla,8672.62
66,29,39.4,1,5,1,M,Medellín,7063.45
58,16,36.3,3,11,7,F,Medellín,9658.62
34,3,36.6,2,18,9,M,Barranquilla,8805.47
26,6,34.4,4,12,6,M,Cali,5421.98
58,30,45.8,2,12,6,M,Bogotá,11843.36
18,38,19.2,2,3,2,F,Cali,6780.22
19,33,51.4,4,8,6,M,Cali,9768.76
65,5,48.0,2,13,7,F,Cali,7938.09
46,37,41.7,1,13,4,F,Medellín,10803.62
50,33,38.8,2,16,0,M,Bogotá,9923.47
27,14,48.7,3,4,0,F,Medellín,7691.51
67,13,39.7,2,22,3,M,Medellín,9429.09
57,5,37.8,2,18,1,F,Medellín,7981.72
38,36,49.1,1,1,6,F,Bogotá,7050.8
45,31,56.7,3,12,2,M,Barranquilla,9083.82
28,2,32.2,4,10,3,M,Medellín,7373.36
51,2,43.4,2,1,8,F,Medellín,6560.6
25,21,31.3,2,0,1,M,Medellín,5559.06
39,21,44.0,1,20,7,M,Bogotá,8494.46
25,9,33.8,2,2,0,F,Bogotá,5524.38
66,2,49.7,2,11,2,M,Cali,7696.52
32,11,39.2,3,6,3,F,Medellín,7421.77
34,28,40.4,3,0,5,M,Medellín,7929.63
40,16,53.0,4,8,0,M,Bogotá,7543.08
41,6,34.1,1,17,7,F,Bogotá,8355.81
62,12,45.5,3,23,1,F,Medellín,9901.94
36,1,34.9,3,19,4,M,Barranquilla,6869.33
22,3,49.6,3,5,5,M,Cali,6387.08
49,9,54.3,4,8,7,F,Cali,9145.94
61,38,37.9,2,22,2,M,Medellín,10135.02
18,23,22.4,1,7,8,M,Cali,7788.75
40,16,34.5,3,22,4,M,Cali,9811.63
54,5,59.5,2,17,7,M,Medellín,8249.46
25,18,35.3,1,24,3,F,Cali,6989.07
30,4,54.2,2,14,8,M,Bogotá,8131.99
25,31,35.1,2,0,7,F,Medellín,9103.19
40,9,35.0,3,13,4,F,Bogotá,7809.32
60,8,46.2,2,17,2,M,Medellín,8286.11
18,26,45.3,2,18,0,F,Bogotá,6937.23
62,12,46.8,3,18,4,M,Cali,9133.77
68,18,40.0,3,9,4,M,Barranquilla,8530.83
41,20,48.3,5,19,3,F,Bogotá,9520.37
52,23,47.7,1,20,9,F,Bogotá,10407.33
41,37,49.2,5,5,9,F,Barranquilla,11444.11
34,3,35.0,3,16,7,M,Barranquilla,7699.69
22,23,48.3,4,13,2,M,Bogotá,8564.31
37,34,35.8,2,12,9,M,Bogotá,11564.36
38,2,38.7,3,7,8,F,Bogotá,6634.01
57,3,38.6,4,21,2,F,Medellín,7758.92
48,36,32.0,4,9,3,F,Bogotá,8815.7
63,39,26.1,2,8,5,F,Bogotá,9745.82
53,34,49.8,2,4,8,F,Barranquilla,7336.39
28,30,34.4,3,22,9,M,Barranquilla,10647.74
69,24,37.8,4,3,1,M,Medellín,7497.06
32,39,34.2,2,5,1,F,Medellín,7687.2
36,12,37.9,3,5,1,F,Cali,6186.02
24,3,36.0,3,12,4,F,Bogotá,6895.79
68,13,50.2,4,3,5,F,Bogotá,8845.42
45,12,35.3,3,21,2,M,Barranquilla,9447.94
68,26,53.7,2,7,2,F,Cali,8042.58
60,5,49.1,5,4,1,F,Bogotá,6783.44
22,16,36.2,3,1,5,F,Cali,7175.11
22,35,42.6,3,8,0,M,Medellín,6621.82
47,39,44.2,2,10,8,M,Bogotá,10863.89
49,34,46.7,3,19,9,F,Bogotá,11839.92
25,16,47.5,2,19,3,M,Medellín,8356.73
27,1,41.5,2,10,1,F,Bogotá,5569.47
55,12,32.4,3,6,5,F,Medellín,7650.14
64,1,45.1,3,13,4,F,Medellín,7858.23
49,27,38.1,3,5,2,M,Cali,7068.03
65,25,17.7,2,3,2,F,Barranquilla,6629.49
45,21,43.1,3,5,4,F,Barranquilla,9273.34
34,2,34.1,2,2,3,M,Medellín,5399.79
48,34,36.3,3,22,4,M,Cali,11752.98
25,11,40.0,2,5,1,F,Medellín,5128.7
57,23,27.6,3,2,0,F,Cali,6982.49
42,4,41.1,4,0,4,M,Cali,6707.86
26,19,37.5,2,20,0,M,Barranquilla,8597.07
19,38,33.0,2,17,2,M,Barranquilla,8827.89
32,38,40.4,3,22,7,F,Cali,11867.65
67,12,26.5,3,22,7,F,Barranquilla,10641.06
20,11,40.6,3,3,8,M,Cali,7696.93
66,12,43.8,3,5,0,M,Bogotá,6705.7
53,9,42.4,2,16,3,F,Medellín,8726.38
21,32,46.3,2,17,5,M,Barranquilla,8181.53
31,39,49.3,2,5,6,F,Medellín,8030.91
58,15,39.3,2,1,4,F,Barranquilla,7044.03
58,34,48.8,3,11,6,F,Medellín,10785.43
42,2,39.3,1,11,9,M,Medellín,6731.54
67,4,34.4,4,3,7,F,Barranquilla,7417.17
27,25,36.9,4,15,9,M,Barranquilla,9985.34
38,10,42.1,4,19,5,M,Barranquilla,8442.26
53,6,48.7,4,9,3,M,Barranquilla,7679.55
29,9,40.0,2,24,0,M,Cali,6180.16
44,33,34.6,4,9,4,F,Barranquilla,10544.61
57,2,51.6,2,6,9,F,Barranquilla,7684.5
19,7,28.5,1,13,9,F,Barranquilla,7857.51
30,30,34.7,4,6,9,M,Bogotá,9819.34
49,10,47.1,1,11,3,F,Medellín,6621.76
48,6,54.1,5,10,4,F,Barranquilla,8591.86
33,1,43.8,3,16,3,F,Barranquilla,6522.38
49,5,42.0,4,10,8,F,Medellín,7560.24
49,31,37.7,2,20,2,M,Medellín,8782.89
51,19,44.4,3,2,2,M,Cali,6759.96
28,33,41.0,1,18,9,F,Medellín,9208.32
27,15,34.0,4,21,6,M,Medellín,10683.97
32,24,37.5,2,3,1,M,Bogotá,5778.2
34,11,33.1,3,7,8,M,Cali,7981.4
57,6,40.1,2,13,7,F,Bogotá,8433.99
35,38,41.3,1,19,5,F,Medellín,10804.45
26,16,53.1,3,23,8,M,Barranquilla,10631.83
42,10,35.2,2,13,2,M,Cali,6699.23
57,5,38.6,3,15,3,M,Medellín,9168.78
31,22,50.1,2,14,6,M,Medellín,7671.29
42,26,54.4,2,11,0,F,Barranquilla,7013.94
67,5,43.8,3,15,0,M,Barranquilla,7707.94
39,37,38.0,2,19,0,F,Barranquilla,9353.7
69,1,36.2,2,18,7,M,Cali,9061.7
47,21,25.3,4,4,5,F,Bogotá,8342.94
37,19,32.6,2,11,2,M,Cali,7449.23
38,24,40.8,1,4,9,F,Barranquilla,8558.93
61,14,38.6,2,9,6,F,Cali,8116.62
49,28,45.0,2,16,5,M,Barranquilla,10103.68
68,7,38.4,3,14,4,M,Bogotá,7711.49
63,36,34.2,2,7,2,F,Cali,8156.27
66,32,42.7,4,7,3,F,Bogotá,10495.33
38,21,60.0,1,7,0,M,Bogotá,6466.82
52,4,37.5,2,9,8,M,Barranquilla,7497.94
49,38,41.1,2,19,4,M,Cali,9906.69
47,17,46.8,3,12,1,M,Cali,7550.05
